theta_a,theta_f,coverage,correctness,product,f1,false_alarm_pct,accuracy,refused
0.36000000000000004,0.68,0.8814814814814815,0.5414915966386554,0.4773148148148148,0.35997067448680353,34.166666666666664,54.14915966386554,512
0.38,0.7000000000000001,0.8789351851851852,0.5430603107716618,0.4773148148148148,0.35285341290563227,33.229166666666664,54.30603107716618,523
0.37,0.6900000000000001,0.8805555555555555,0.5420609884332281,0.47731481481481475,0.35529237601776464,33.645833333333336,54.20609884332281,516
0.33,0.61,0.8972222222222223,0.5312177502579979,0.47662037037037036,0.3693162096494273,37.15277777777778,53.12177502579979,444
0.34,0.64,0.8893518518518518,0.5356585111920874,0.47638888888888886,0.36602700781805264,35.729166666666664,53.56585111920874,478
0.38,0.7100000000000001,0.8743055555555556,0.5448768864177919,0.47638888888888886,0.3530297327813324,32.673611111111114,54.48768864177919,543
0.37,0.7000000000000001,0.8761574074074074,0.5429326287978864,0.4756944444444445,0.3535127055306427,33.229166666666664,54.29326287978864,535
0.33,0.62,0.8935185185185185,0.5323834196891192,0.4756944444444444,0.36910171268787134,36.736111111111114,53.23834196891192,460
0.32,0.6,0.8962962962962963,0.5304752066115702,0.4754629629629629,0.37093425605536334,37.604166666666664,53.04752066115702,448
0.39,0.7400000000000001,0.8652777777777778,0.5492241840556448,0.47523148148148153,0.34916956353804557,31.25,54.92241840556448,582
0.34,0.65,0.8868055555555555,0.5358914121639259,0.4752314814814815,0.3645461043602573,35.520833333333336,53.58914121639259,489
0.35000000000000003,0.67,0.8833333333333333,0.5379979035639413,0.4752314814814815,0.3605368153790352,34.89583333333333,53.799790356394126,504
0.38,0.7200000000000001,0.8699074074074075,0.5460351250665247,0.47500000000000003,0.3518237082066869,32.22222222222222,54.60351250665247,562
0.36000000000000004,0.6900000000000001,0.875462962962963,0.5423056583818086,0.47476851851851853,0.3567447045707915,33.645833333333336,54.23056583818086,538
0.37,0.7100000000000001,0.8715277777777778,0.5447543160690571,0.47476851851851853,0.35369532428355954,32.673611111111114,54.47543160690571,555
0.34,0.66,0.8849537037037037,0.536228093120586,0.4745370370370371,0.3638320775026911,35.34722222222222,53.62280931205859,497
0.32,0.61,0.8923611111111112,0.5317769130998703,0.47453703703703703,0.3708609271523179,37.15277777777778,53.17769130998703,465
0.38,0.7300000000000001,0.8655092592592593,0.5482749398234822,0.47453703703703703,0.3531214094216775,31.631944444444443,54.827493982348216,581
0.33,0.63,0.888425925925926,0.5338718082334549,0.4743055555555556,0.36851394281680194,36.18055555555556,53.387180823345496,482
0.39,0.7500000000000001,0.862037037037037,0.5499462943071965,0.4740740740740741,0.34785992217898837,30.9375,54.994629430719655,596
0.35000000000000003,0.68,0.8770833333333333,0.5402480865663764,0.4738425925925926,0.3604992657856094,34.166666666666664,54.02480865663763,531
0.32,0.62,0.8886574074074074,0.5329512893982808,0.47361111111111115,0.37065637065637064,36.736111111111114,53.29512893982808,481
0.37,0.7200000000000001,0.8671296296296296,0.5459156433529098,0.4733796296296296,0.35249333840883135,32.22222222222222,54.591564335290975,574
0.36000000000000004,0.7000000000000001,0.8710648148148148,0.5431836300823811,0.4731481481481482,0.35497185741088183,33.229166666666664,54.318363008238116,557
0.37,0.7300000000000001,0.8627314814814815,0.5481620606385833,0.47291666666666665,0.3537989255564083,31.631944444444443,54.81620606385833,593
0.31,0.6,0.8921296296296296,0.5298391281785159,0.4726851851851852,0.3717059639389736,37.604166666666664,52.98391281785159,466
0.33,0.64,0.8837962962962963,0.534834992142483,0.4726851851851852,0.36707056307911623,35.729166666666664,53.4834992142483,502
0.38,0.7400000000000001,0.8608796296296296,0.5488034417854262,0.47245370370370365,0.3501161890007746,31.25,54.880344178542614,601
0.32,0.63,0.8835648148148149,0.5344511396384595,0.4722222222222222,0.37008153137185396,36.18055555555556,53.44511396384595,503
0.34,0.67,0.8796296296296297,0.5368421052631579,0.4722222222222222,0.36092955700798846,34.89583333333333,53.68421052631579,520
0.36000000000000004,0.7100000000000001,0.8664351851851851,0.5450173657493989,0.47222222222222215,0.3551684967815221,32.673611111111114,54.50173657493988,577
0.39,0.7600000000000001,0.857175925925926,0.5506346205779098,0.47199074074074077,0.3448818897637796,30.520833333333336,55.06346205779098,617
